"date_report","province","c_daily","c_cum","d_daily","d_cum","r_cum","t_cum"
2020-01-27,"Ontario",1,2,0,0,0,0
2020-01-27,"Prince Edward Island",0,0,0,0,0,0
2020-01-27,"Quebec",0,0,0,0,0,0
2020-01-27,"Repatriated",0,0,0,0,0,0
2020-01-27,"Saskatchewan",0,0,0,0,0,0
2020-01-27,"Yukon",0,0,0,0,0,0
2020-01-28,"Alberta",0,0,0,0,0,0
2020-01-28,"British Columbia",1,1,0,0,0,0
2020-01-28,"Manitoba",0,0,0,0,0,0
2020-01-28,"New Brunswick",0,0,0,0,0,0
2020-01-28,"Newfoundland and Labrador",0,0,0,0,0,0
2020-01-28,"Nova Scotia",0,0,0,0,0,0
2020-01-28,"Nunavut",0,0,0,0,0,0
2020-01-28,"NorthWest",0,0,0,0,0,0
2020-01-28,"Ontario",0,2,0,0,0,0
2020-01-28,"Prince Edward Island",0,0,0,0,0,0
2020-01-28,"Quebec",0,0,0,0,0,0
2020-01-28,"Repatriated",0,0,0,0,0,0
2020-01-28,"Saskatchewan",0,0,0,0,0,0
2020-01-28,"Yukon",0,0,0,0,0,0
2020-01-29,"Alberta",0,0,0,0,0,0
2020-01-29,"British Columbia",0,1,0,0,0,0
2020-01-29,"Manitoba",0,0,0,0,0,0
2020-01-29,"New Brunswick",0,0,0,0,0,0
2020-01-29,"Newfoundland and Labrador",0,0,0,0,0,0
2020-01-29,"Nova Scotia",0,0,0,0,0,0
2020-01-29,"Nunavut",0,0,0,0,0,0
2020-01-29,"NorthWest",0,0,0,0,0,0
2020-01-29,"Ontario",0,2,0,0,0,0
2020-01-29,"Prince Edward Island",0,0,0,0,0,0
2020-01-29,"Quebec",0,0,0,0,0,0
2020-01-29,"Repatriated",0,0,0,0,0,0
2020-01-29,"Saskatchewan",0,0,0,0,0,0
2020-01-29,"Yukon",0,0,0,0,0,0
2020-01-30,"Alberta",0,0,0,0,0,0
2020-01-30,"British Columbia",0,1,0,0,0,0
2020-01-30,"Manitoba",0,0,0,0,0,0
2020-01-30,"New Brunswick",0,0,0,0,0,0
2020-01-30,"Newfoundland and Labrador",0,0,0,0,0,0
2020-01-30,"Nova Scotia",0,0,0,0,0,0
2020-01-30,"Nunavut",0,0,0,0,0,0
2020-01-30,"NorthWest",0,0,0,0,0,0
2020-01-30,"Ontario",0,2,0,0,0,0
2020-01-30,"Prince Edward Island",0,0,0,0,0,0
2020-01-30,"Quebec",0,0,0,0,0,0
2020-01-30,"Repatriated",0,0,0,0,0,0
2020-01-30,"Saskatchewan",0,0,0,0,0,0
2020-01-30,"Yukon",0,0,0,0,0,0
2020-01-31,"Alberta",0,0,0,0,0,0
2020-01-31,"British Columbia",0,1,0,0,0,0
2020-01-31,"Manitoba",0,0,0,0,0,0
2020-01-31,"New Brunswick",0,0,0,0,0,0
2020-01-31,"Newfoundland and Labrador",0,0,0,0,0,0
2020-01-31,"Nova Scotia",0,0,0,0,0,0
2020-01-31,"Nunavut",0,0,0,0,0,0
2020-01-31,"NorthWest",0,0,0,0,0,0
2020-01-31,"Ontario",1,3,0,0,0,0
2020-01-31,"Prince Edward Island",0,0,0,0,0,0
2020-01-31,"Quebec",0,0,0,0,0,0
2020-01-31,"Repatriated",0,0,0,0,0,0
2020-01-31,"Saskatchewan",0,0,0,0,0,0
2020-01-31,"Yukon",0,0,0,0,0,0
2020-02-01,"Alberta",0,0,0,0,0,0
2020-02-01,"British Columbia",0,1,0,0,0,0
2020-02-01,"Manitoba",0,0,0,0,0,0
2020-02-01,"New Brunswick",0,0,0,0,0,0
2020-02-01,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-01,"Nova Scotia",0,0,0,0,0,0
2020-02-01,"Nunavut",0,0,0,0,0,0
2020-02-01,"NorthWest",0,0,0,0,0,0
2020-02-01,"Ontario",0,3,0,0,0,0
2020-02-01,"Prince Edward Island",0,0,0,0,0,0
2020-02-01,"Quebec",0,0,0,0,0,0
2020-02-01,"Repatriated",0,0,0,0,0,0
2020-02-01,"Saskatchewan",0,0,0,0,0,0
2020-02-01,"Yukon",0,0,0,0,0,0
2020-02-02,"Alberta",0,0,0,0,0,0
2020-02-02,"British Columbia",0,1,0,0,0,0
2020-02-02,"Manitoba",0,0,0,0,0,0
2020-02-02,"New Brunswick",0,0,0,0,0,0
2020-02-02,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-02,"Nova Scotia",0,0,0,0,0,0
2020-02-02,"Nunavut",0,0,0,0,0,0
2020-02-02,"NorthWest",0,0,0,0,0,0
2020-02-02,"Ontario",0,3,0,0,0,0
2020-02-02,"Prince Edward Island",0,0,0,0,0,0
2020-02-02,"Quebec",0,0,0,0,0,0
2020-02-02,"Repatriated",0,0,0,0,0,0
2020-02-02,"Saskatchewan",0,0,0,0,0,0
2020-02-02,"Yukon",0,0,0,0,0,0
2020-02-03,"Alberta",0,0,0,0,0,0
2020-02-03,"British Columbia",0,1,0,0,0,0
2020-02-03,"Manitoba",0,0,0,0,0,0
2020-02-03,"New Brunswick",0,0,0,0,0,0
2020-02-03,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-03,"Nova Scotia",0,0,0,0,0,0
2020-02-03,"Nunavut",0,0,0,0,0,0
2020-02-03,"NorthWest",0,0,0,0,0,0
2020-02-03,"Ontario",0,3,0,0,0,0
2020-02-03,"Prince Edward Island",0,0,0,0,0,0
2020-02-03,"Quebec",0,0,0,0,0,0
2020-02-03,"Repatriated",0,0,0,0,0,0
2020-02-03,"Saskatchewan",0,0,0,0,0,0
2020-02-03,"Yukon",0,0,0,0,0,0
2020-02-04,"Alberta",0,0,0,0,0,0
2020-02-04,"British Columbia",1,2,0,0,0,0
2020-02-04,"Manitoba",0,0,0,0,0,0
2020-02-04,"New Brunswick",0,0,0,0,0,0
2020-02-04,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-04,"Nova Scotia",0,0,0,0,0,0
2020-02-04,"Nunavut",0,0,0,0,0,0
2020-02-04,"NorthWest",0,0,0,0,0,0
2020-02-04,"Ontario",0,3,0,0,0,0
2020-02-04,"Prince Edward Island",0,0,0,0,0,0
2020-02-04,"Quebec",0,0,0,0,0,0
2020-02-04,"Repatriated",0,0,0,0,0,0
2020-02-04,"Saskatchewan",0,0,0,0,0,0
2020-02-04,"Yukon",0,0,0,0,0,0
2020-02-05,"Alberta",0,0,0,0,0,0
2020-02-05,"British Columbia",0,2,0,0,0,0
2020-02-05,"Manitoba",0,0,0,0,0,0
2020-02-05,"New Brunswick",0,0,0,0,0,0
2020-02-05,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-05,"Nova Scotia",0,0,0,0,0,0
2020-02-05,"Nunavut",0,0,0,0,0,0
2020-02-05,"NorthWest",0,0,0,0,0,0
2020-02-05,"Ontario",0,3,0,0,0,0
2020-02-05,"Prince Edward Island",0,0,0,0,0,0
2020-02-05,"Quebec",0,0,0,0,0,0
2020-02-05,"Repatriated",0,0,0,0,0,0
2020-02-05,"Saskatchewan",0,0,0,0,0,0
2020-02-05,"Yukon",0,0,0,0,0,0
2020-02-06,"Alberta",0,0,0,0,0,0
2020-02-06,"British Columbia",2,4,0,0,0,0
2020-02-06,"Manitoba",0,0,0,0,0,0
2020-02-06,"New Brunswick",0,0,0,0,0,0
2020-02-06,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-06,"Nova Scotia",0,0,0,0,0,0
2020-02-06,"Nunavut",0,0,0,0,0,0
2020-02-06,"NorthWest",0,0,0,0,0,0
2020-02-06,"Ontario",0,3,0,0,0,0
2020-02-06,"Prince Edward Island",0,0,0,0,0,0
2020-02-06,"Quebec",0,0,0,0,0,0
2020-02-06,"Repatriated",0,0,0,0,0,0
2020-02-06,"Saskatchewan",0,0,0,0,0,0
2020-02-06,"Yukon",0,0,0,0,0,0
2020-02-07,"Alberta",0,0,0,0,0,0
2020-02-07,"British Columbia",0,4,0,0,0,0
2020-02-07,"Manitoba",0,0,0,0,0,0
2020-02-07,"New Brunswick",0,0,0,0,0,0
2020-02-07,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-07,"Nova Scotia",0,0,0,0,0,0
2020-02-07,"Nunavut",0,0,0,0,0,0
2020-02-07,"NorthWest",0,0,0,0,0,0
2020-02-07,"Ontario",0,3,0,0,0,0
2020-02-07,"Prince Edward Island",0,0,0,0,0,0
2020-02-07,"Quebec",0,0,0,0,0,0
2020-02-07,"Repatriated",0,0,0,0,0,0
2020-02-07,"Saskatchewan",0,0,0,0,0,0
2020-02-07,"Yukon",0,0,0,0,0,0
2020-02-08,"Alberta",0,0,0,0,0,0
2020-02-08,"British Columbia",0,4,0,0,0,0
2020-02-08,"Manitoba",0,0,0,0,0,0
2020-02-08,"New Brunswick",0,0,0,0,0,0
2020-02-08,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-08,"Nova Scotia",0,0,0,0,0,0
2020-02-08,"Nunavut",0,0,0,0,0,0
2020-02-08,"NorthWest",0,0,0,0,0,0
2020-02-08,"Ontario",0,3,0,0,0,0
2020-02-08,"Prince Edward Island",0,0,0,0,0,0
2020-02-08,"Quebec",0,0,0,0,0,0
2020-02-08,"Repatriated",0,0,0,0,0,0
2020-02-08,"Saskatchewan",0,0,0,0,0,0
2020-02-08,"Yukon",0,0,0,0,0,0
2020-02-09,"Alberta",0,0,0,0,0,0
2020-02-09,"British Columbia",0,4,0,0,0,0
2020-02-09,"Manitoba",0,0,0,0,0,0
2020-02-09,"New Brunswick",0,0,0,0,0,0
2020-02-09,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-09,"Nova Scotia",0,0,0,0,0,0
2020-02-09,"Nunavut",0,0,0,0,0,0
2020-02-09,"NorthWest",0,0,0,0,0,0
2020-02-09,"Ontario",0,3,0,0,0,0
2020-02-09,"Prince Edward Island",0,0,0,0,0,0
2020-02-09,"Quebec",0,0,0,0,0,0
2020-02-09,"Repatriated",0,0,0,0,0,0
2020-02-09,"Saskatchewan",0,0,0,0,0,0
2020-02-09,"Yukon",0,0,0,0,0,0
2020-02-10,"Alberta",0,0,0,0,0,0
2020-02-10,"British Columbia",0,4,0,0,0,0
2020-02-10,"Manitoba",0,0,0,0,0,0
2020-02-10,"New Brunswick",0,0,0,0,0,0
2020-02-10,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-10,"Nova Scotia",0,0,0,0,0,0
2020-02-10,"Nunavut",0,0,0,0,0,0
2020-02-10,"NorthWest",0,0,0,0,0,0
2020-02-10,"Ontario",0,3,0,0,0,0
2020-02-10,"Prince Edward Island",0,0,0,0,0,0
2020-02-10,"Quebec",0,0,0,0,0,0
2020-02-10,"Repatriated",0,0,0,0,0,0
2020-02-10,"Saskatchewan",0,0,0,0,0,0
2020-02-10,"Yukon",0,0,0,0,0,0
2020-02-11,"Alberta",0,0,0,0,0,0
2020-02-11,"British Columbia",0,4,0,0,0,0
2020-02-11,"Manitoba",0,0,0,0,0,0
2020-02-11,"New Brunswick",0,0,0,0,0,0
2020-02-11,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-11,"Nova Scotia",0,0,0,0,0,0
2020-02-11,"Nunavut",0,0,0,0,0,0
2020-02-11,"NorthWest",0,0,0,0,0,0
2020-02-11,"Ontario",0,3,0,0,0,0
2020-02-11,"Prince Edward Island",0,0,0,0,0,0
2020-02-11,"Quebec",0,0,0,0,0,0
2020-02-11,"Repatriated",0,0,0,0,0,0
2020-02-11,"Saskatchewan",0,0,0,0,0,0
2020-02-11,"Yukon",0,0,0,0,0,0
2020-02-12,"Alberta",0,0,0,0,0,0
2020-02-12,"British Columbia",0,4,0,0,0,0
2020-02-12,"Manitoba",0,0,0,0,0,0
2020-02-12,"New Brunswick",0,0,0,0,0,0
2020-02-12,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-12,"Nova Scotia",0,0,0,0,0,0
2020-02-12,"Nunavut",0,0,0,0,0,0
2020-02-12,"NorthWest",0,0,0,0,0,0
2020-02-12,"Ontario",0,3,0,0,1,0
2020-02-12,"Prince Edward Island",0,0,0,0,0,0
2020-02-12,"Quebec",0,0,0,0,0,0
2020-02-12,"Repatriated",0,0,0,0,0,0
2020-02-12,"Saskatchewan",0,0,0,0,0,0
2020-02-12,"Yukon",0,0,0,0,0,0
2020-02-13,"Alberta",0,0,0,0,0,0
2020-02-13,"British Columbia",0,4,0,0,0,0
2020-02-13,"Manitoba",0,0,0,0,0,0
2020-02-13,"New Brunswick",0,0,0,0,0,0
2020-02-13,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-13,"Nova Scotia",0,0,0,0,0,0
2020-02-13,"Nunavut",0,0,0,0,0,0
2020-02-13,"NorthWest",0,0,0,0,0,0
2020-02-13,"Ontario",0,3,0,0,1,0
2020-02-13,"Prince Edward Island",0,0,0,0,0,0
2020-02-13,"Quebec",0,0,0,0,0,0
2020-02-13,"Repatriated",0,0,0,0,0,0
2020-02-13,"Saskatchewan",0,0,0,0,0,0
2020-02-13,"Yukon",0,0,0,0,0,0
2020-02-14,"Alberta",0,0,0,0,0,0
2020-02-14,"British Columbia",1,5,0,0,0,0
2020-02-14,"Manitoba",0,0,0,0,0,0
2020-02-14,"New Brunswick",0,0,0,0,0,0
2020-02-14,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-14,"Nova Scotia",0,0,0,0,0,0
2020-02-14,"Nunavut",0,0,0,0,0,0
2020-02-14,"NorthWest",0,0,0,0,0,0
2020-02-14,"Ontario",0,3,0,0,1,0
2020-02-14,"Prince Edward Island",0,0,0,0,0,0
2020-02-14,"Quebec",0,0,0,0,0,0
2020-02-14,"Repatriated",0,0,0,0,0,0
2020-02-14,"Saskatchewan",0,0,0,0,0,0
2020-02-14,"Yukon",0,0,0,0,0,0
2020-02-15,"Alberta",0,0,0,0,0,0
2020-02-15,"British Columbia",0,5,0,0,0,0
2020-02-15,"Manitoba",0,0,0,0,0,0
2020-02-15,"New Brunswick",0,0,0,0,0,0
2020-02-15,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-15,"Nova Scotia",0,0,0,0,0,0
2020-02-15,"Nunavut",0,0,0,0,0,0
2020-02-15,"NorthWest",0,0,0,0,0,0
2020-02-15,"Ontario",0,3,0,0,1,0
2020-02-15,"Prince Edward Island",0,0,0,0,0,0
2020-02-15,"Quebec",0,0,0,0,0,0
2020-02-15,"Repatriated",0,0,0,0,0,0
2020-02-15,"Saskatchewan",0,0,0,0,0,0
2020-02-15,"Yukon",0,0,0,0,0,0
2020-02-16,"Alberta",0,0,0,0,0,0
2020-02-16,"British Columbia",0,5,0,0,0,0
2020-02-16,"Manitoba",0,0,0,0,0,0
2020-02-16,"New Brunswick",0,0,0,0,0,0
2020-02-16,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-16,"Nova Scotia",0,0,0,0,0,0
2020-02-16,"Nunavut",0,0,0,0,0,0
2020-02-16,"NorthWest",0,0,0,0,0,0
2020-02-16,"Ontario",0,3,0,0,1,0
2020-02-16,"Prince Edward Island",0,0,0,0,0,0
2020-02-16,"Quebec",0,0,0,0,0,0
2020-02-16,"Repatriated",0,0,0,0,0,0
2020-02-16,"Saskatchewan",0,0,0,0,0,0
2020-02-16,"Yukon",0,0,0,0,0,0
2020-02-17,"Alberta",0,0,0,0,0,0
2020-02-17,"British Columbia",0,5,0,0,0,0
2020-02-17,"Manitoba",0,0,0,0,0,0
2020-02-17,"New Brunswick",0,0,0,0,0,0
2020-02-17,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-17,"Nova Scotia",0,0,0,0,0,0
2020-02-17,"Nunavut",0,0,0,0,0,0
2020-02-17,"NorthWest",0,0,0,0,0,0
2020-02-17,"Ontario",0,3,0,0,1,0
2020-02-17,"Prince Edward Island",0,0,0,0,0,0
2020-02-17,"Quebec",0,0,0,0,0,0
2020-02-17,"Repatriated",0,0,0,0,0,0
2020-02-17,"Saskatchewan",0,0,0,0,0,0
2020-02-17,"Yukon",0,0,0,0,0,0
2020-02-18,"Alberta",0,0,0,0,0,0
2020-02-18,"British Columbia",0,5,0,0,0,0
2020-02-18,"Manitoba",0,0,0,0,0,0
2020-02-18,"New Brunswick",0,0,0,0,0,0
2020-02-18,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-18,"Nova Scotia",0,0,0,0,0,0
2020-02-18,"Nunavut",0,0,0,0,0,0
2020-02-18,"NorthWest",0,0,0,0,0,0
2020-02-18,"Ontario",0,3,0,0,1,0
2020-02-18,"Prince Edward Island",0,0,0,0,0,0
2020-02-18,"Quebec",0,0,0,0,0,0
2020-02-18,"Repatriated",0,0,0,0,0,0
2020-02-18,"Saskatchewan",0,0,0,0,0,0
2020-02-18,"Yukon",0,0,0,0,0,0
2020-02-19,"Alberta",0,0,0,0,0,0
2020-02-19,"British Columbia",0,5,0,0,1,0
2020-02-19,"Manitoba",0,0,0,0,0,0
2020-02-19,"New Brunswick",0,0,0,0,0,0
2020-02-19,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-19,"Nova Scotia",0,0,0,0,0,0
2020-02-19,"Nunavut",0,0,0,0,0,0
2020-02-19,"NorthWest",0,0,0,0,0,0
2020-02-19,"Ontario",0,3,0,0,1,0
2020-02-19,"Prince Edward Island",0,0,0,0,0,0
2020-02-19,"Quebec",0,0,0,0,0,0
2020-02-19,"Repatriated",0,0,0,0,0,0
2020-02-19,"Saskatchewan",0,0,0,0,0,0
2020-02-19,"Yukon",0,0,0,0,0,0
2020-02-20,"Alberta",0,0,0,0,0,0
2020-02-20,"British Columbia",1,6,0,0,1,0
2020-02-20,"Manitoba",0,0,0,0,0,0
2020-02-20,"New Brunswick",0,0,0,0,0,0
2020-02-20,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-20,"Nova Scotia",0,0,0,0,0,0
2020-02-20,"Nunavut",0,0,0,0,0,0
2020-02-20,"NorthWest",0,0,0,0,0,0
2020-02-20,"Ontario",0,3,0,0,2,0
2020-02-20,"Prince Edward Island",0,0,0,0,0,0
2020-02-20,"Quebec",0,0,0,0,0,0
2020-02-20,"Repatriated",0,0,0,0,0,0
2020-02-20,"Saskatchewan",0,0,0,0,0,0
2020-02-20,"Yukon",0,0,0,0,0,0
2020-02-21,"Alberta",0,0,0,0,0,0
2020-02-21,"British Columbia",0,6,0,0,1,0
2020-02-21,"Manitoba",0,0,0,0,0,0
2020-02-21,"New Brunswick",0,0,0,0,0,0
2020-02-21,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-21,"Nova Scotia",0,0,0,0,0,0
2020-02-21,"Nunavut",0,0,0,0,0,0
2020-02-21,"NorthWest",0,0,0,0,0,0
2020-02-21,"Ontario",0,3,0,0,3,0
2020-02-21,"Prince Edward Island",0,0,0,0,0,0
2020-02-21,"Quebec",0,0,0,0,0,0
2020-02-21,"Repatriated",0,0,0,0,0,0
2020-02-21,"Saskatchewan",0,0,0,0,0,0
2020-02-21,"Yukon",0,0,0,0,0,0
2020-02-22,"Alberta",0,0,0,0,0,0
2020-02-22,"British Columbia",0,6,0,0,1,0
2020-02-22,"Manitoba",0,0,0,0,0,0
2020-02-22,"New Brunswick",0,0,0,0,0,0
2020-02-22,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-22,"Nova Scotia",0,0,0,0,0,0
2020-02-22,"Nunavut",0,0,0,0,0,0
2020-02-22,"NorthWest",0,0,0,0,0,0
2020-02-22,"Ontario",0,3,0,0,3,0
2020-02-22,"Prince Edward Island",0,0,0,0,0,0
2020-02-22,"Quebec",0,0,0,0,0,0
2020-02-22,"Repatriated",0,0,0,0,0,0
2020-02-22,"Saskatchewan",0,0,0,0,0,0
2020-02-22,"Yukon",0,0,0,0,0,0
2020-02-23,"Alberta",0,0,0,0,0,0
2020-02-23,"British Columbia",0,6,0,0,1,0
2020-02-23,"Manitoba",0,0,0,0,0,0
2020-02-23,"New Brunswick",0,0,0,0,0,0
2020-02-23,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-23,"Nova Scotia",0,0,0,0,0,0
2020-02-23,"Nunavut",0,0,0,0,0,0
2020-02-23,"NorthWest",0,0,0,0,0,0
2020-02-23,"Ontario",1,4,0,0,3,0
2020-02-23,"Prince Edward Island",0,0,0,0,0,0
2020-02-23,"Quebec",0,0,0,0,0,0
2020-02-23,"Repatriated",0,0,0,0,0,0
2020-02-23,"Saskatchewan",0,0,0,0,0,0
2020-02-23,"Yukon",0,0,0,0,0,0
2020-02-24,"Alberta",0,0,0,0,0,0
2020-02-24,"British Columbia",1,7,0,0,1,0
2020-02-24,"Manitoba",0,0,0,0,0,0
2020-02-24,"New Brunswick",0,0,0,0,0,0
2020-02-24,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-24,"Nova Scotia",0,0,0,0,0,0
2020-02-24,"Nunavut",0,0,0,0,0,0
2020-02-24,"NorthWest",0,0,0,0,0,0
2020-02-24,"Ontario",0,4,0,0,3,0
2020-02-24,"Prince Edward Island",0,0,0,0,0,0
2020-02-24,"Quebec",0,0,0,0,0,0
2020-02-24,"Repatriated",0,0,0,0,0,0
2020-02-24,"Saskatchewan",0,0,0,0,0,0
2020-02-24,"Yukon",0,0,0,0,0,0
2020-02-25,"Alberta",0,0,0,0,0,0
2020-02-25,"British Columbia",0,7,0,0,4,0
2020-02-25,"Manitoba",0,0,0,0,0,0
2020-02-25,"New Brunswick",0,0,0,0,0,0
2020-02-25,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-25,"Nova Scotia",0,0,0,0,0,0
2020-02-25,"Nunavut",0,0,0,0,0,0
2020-02-25,"NorthWest",0,0,0,0,0,0
2020-02-25,"Ontario",0,4,0,0,3,0
2020-02-25,"Prince Edward Island",0,0,0,0,0,0
2020-02-25,"Quebec",0,0,0,0,0,0
2020-02-25,"Repatriated",0,0,0,0,0,0
2020-02-25,"Saskatchewan",0,0,0,0,0,0
2020-02-25,"Yukon",0,0,0,0,0,0
2020-02-26,"Alberta",0,0,0,0,0,0
2020-02-26,"British Columbia",0,7,0,0,4,0
2020-02-26,"Manitoba",0,0,0,0,0,0
2020-02-26,"New Brunswick",0,0,0,0,0,0
2020-02-26,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-26,"Nova Scotia",0,0,0,0,0,0
2020-02-26,"Nunavut",0,0,0,0,0,0
2020-02-26,"NorthWest",0,0,0,0,0,0
2020-02-26,"Ontario",1,5,0,0,3,0
2020-02-26,"Prince Edward Island",0,0,0,0,0,0
2020-02-26,"Quebec",0,0,0,0,0,0
2020-02-26,"Repatriated",0,0,0,0,0,0
2020-02-26,"Saskatchewan",0,0,0,0,0,0
2020-02-26,"Yukon",0,0,0,0,0,0
2020-02-27,"Alberta",0,0,0,0,0,0
2020-02-27,"British Columbia",0,7,0,0,4,0
2020-02-27,"Manitoba",0,0,0,0,0,0
2020-02-27,"New Brunswick",0,0,0,0,0,0
2020-02-27,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-27,"Nova Scotia",0,0,0,0,0,0
2020-02-27,"Nunavut",0,0,0,0,0,0
2020-02-27,"NorthWest",0,0,0,0,0,0
2020-02-27,"Ontario",1,6,0,0,3,0
2020-02-27,"Prince Edward Island",0,0,0,0,0,0
2020-02-27,"Quebec",1,1,0,0,0,0
2020-02-27,"Repatriated",0,0,0,0,0,0
2020-02-27,"Saskatchewan",0,0,0,0,0,0
2020-02-27,"Yukon",0,0,0,0,0,0
2020-02-28,"Alberta",0,0,0,0,0,0
2020-02-28,"British Columbia",0,7,0,0,4,0
2020-02-28,"Manitoba",0,0,0,0,0,0
2020-02-28,"New Brunswick",0,0,0,0,0,0
2020-02-28,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-28,"Nova Scotia",0,0,0,0,0,0
2020-02-28,"Nunavut",0,0,0,0,0,0
2020-02-28,"NorthWest",0,0,0,0,0,0
2020-02-28,"Ontario",2,8,0,0,3,0
2020-02-28,"Prince Edward Island",0,0,0,0,0,0
2020-02-28,"Quebec",0,1,0,0,0,0
2020-02-28,"Repatriated",0,0,0,0,0,0
2020-02-28,"Saskatchewan",0,0,0,0,0,0
2020-02-28,"Yukon",0,0,0,0,0,0
2020-02-29,"Alberta",0,0,0,0,0,0
2020-02-29,"British Columbia",1,8,0,0,4,0
2020-02-29,"Manitoba",0,0,0,0,0,0
2020-02-29,"New Brunswick",0,0,0,0,0,0
2020-02-29,"Newfoundland and Labrador",0,0,0,0,0,0
2020-02-29,"Nova Scotia",0,0,0,0,0,0
2020-02-29,"Nunavut",0,0,0,0,0,0
2020-02-29,"NorthWest",0,0,0,0,0,0
2020-02-29,"Ontario",3,11,0,0,3,0
2020-02-29,"Prince Edward Island",0,0,0,0,0,0
2020-02-29,"Quebec",0,1,0,0,0,0
2020-02-29,"Repatriated",0,0,0,0,0,0
2020-02-29,"Saskatchewan",0,0,0,0,0,0
2020-02-29,"Yukon",0,0,0,0,0,0
2020-03-01,"Alberta",0,0,0,0,0,0
2020-03-01,"British Columbia",0,8,0,0,4,0
2020-03-01,"Manitoba",0,0,0,0,0,0
2020-03-01,"New Brunswick",0,0,0,0,0,0
2020-03-01,"Newfoundland and Labrador",0,0,0,0,0,0
2020-03-01,"Nova Scotia",0,0,0,0,0,0
2020-03-01,"Nunavut",0,0,0,0,0,0
2020-03-01,"NorthWest",0,0,0,0,0,0
2020-03-01,"Ontario",4,15,0,0,3,0
2020-03-01,"Prince Edward Island",0,0,0,0,0,0
2020-03-01,"Quebec",0,1,0,0,0,0
2020-03-01,"Repatriated",0,0,0,0,0,0
2020-03-01,"Saskatchewan",0,0,0,0,0,0
2020-03-01,"Yukon",0,0,0,0,0,0
2020-03-02,"Alberta",0,0,0,0,0,0
2020-03-02,"British Columbia",0,8,0,0,4,0
2020-03-02,"Manitoba",0,0,0,0,0,0
